Date_Year_regrowth,Percent_Hard_Coral_Cover,Date_Year_bleaching,Percent_Bleaching
2005,6.13,2000,5.48
1998,22.3,2002,5.48
1996,11.04,2010,5.49
2009,34.44,2002,5.49
1995,3,2002,5.5
2011,32.4,2002,5.5
2015,23.02,2002,5.5
1999,4.5,2002,5.5
1994,13.93,2002,5.5
2014,27.19,2002,5.5
2017,29.1,2002,5.5
2020,7.13,2002,5.5
2013,39.28,2002,5.5
2004,11.42,2002,5.5
2007,20.8,2002,5.5
2016,5.9,2002,5.5
2012,36.84,2002,5.5
2001,33.21,2002,5.5
2005,17.16,2002,5.5
2009,1.8,2002,5.5
2019,4.7,2002,5.5
2015,14.2,2005,5.5
2007,33,2007,5.5
1997,1.53,2007,5.5
2000,26.16,2007,5.5
2002,24.7,2001,5.5
2005,1.4,2005,5.5
1998,12.42,2006,5.5
1996,19.86,1998,5.56
2009,15.5,2005,5.56
2011,2.91,2005,5.56
1995,28.37,2002,5.56
2015,7.53,2005,5.6
1999,17.9,2005,5.6
1994,2.31,2005,5.6
2014,31.95,2005,5.6
2017,25.96,2005,5.6
2020,31.6,2006,5.6
2013,30.4,2005,5.63
2004,21.8,2001,5.67
2007,16.71,1999,5.67
2016,11.2,2006,5.7
2012,20.2,2005,5.7
2001,41.7,2003,5.71
2005,30.12,2000,5.75
2009,27.4,2002,5.77
2019,30.6,2005,5.8
2015,29.7,2006,5.8
2007,12.31,2006,5.8
1997,11.5,2006,5.83
2000,21.7,1998,5.83
2002,34.09,2001,5.88
2005,31.4,2005,5.88
2009,21.04,2004,5.88
1998,26.02,2005,5.88
1996,18,2005,5.9
2011,16.06,2005,5.9
1995,13.1,2005,5.9
2015,14.7,2005,5.9
1999,21.49,1999,5.92
1994,22.83,2005,6
2014,33.71,2005,6
2017,32.37,2005,6
2020,3.84,2005,6
2013,8.7,2005,6
2004,39.28,2007,6
2007,25.79,2000,6
2016,33.9,2005,6
2012,24.57,2009,6
2019,17.8,2005,6
2001,33.6,1999,6.02
2005,43.32,2002,6.1
2009,17.68,2005,6.1
2015,21.52,2006,6.1
2007,13.7,2006,6.1
2005,17.05,2010,6.2
1998,20.6,2005,6.25
2000,7.6,2006,6.25
2016,18.8,2006,6.25
2007,30.1,2004,6.25
1999,17.1,2005,6.28
1994,7.47,2005,6.28
2011,15.04,1998,6.29
2009,36.1,2005,6.3
2015,16.74,2005,6.3
2001,26.5,2006,6.3
2004,24.62,2006,6.3
2013,24.62,2006,6.3
1995,21.94,2006,6.3
1993,4.8,2006,6.3
1997,8.63,2004,6.35
1996,27.82,1999,6.35
2001,21.2,2005,6.35
2002,28.5,1998,6.38
2019,22.6,2005,6.4
2005,15.36,2005,6.4
2000,27,1998,6.45
1998,34.41,2003,6.45
2016,14.38,2005,6.45
2007,26.5,2005,6.5
1999,10.3,2006,6.5
1994,16.38,2005,6.5
2011,19,2006,6.5
2009,6.02,2006,6.5
2015,16.9,2005,6.5
2001,29.4,2007,6.51
2004,20.3,2010,6.52
2013,5.21,1998,6.54
1993,9.3,2005,6.6
1997,37.4,2005,6.6
1995,16.78,2007,6.64
1996,28,2003,6.67
2001,18.6,2005,6.67
2002,20.34,1999,6.67
2019,14.56,2003,6.67
2005,2.9,2005,6.7
2000,7.74,2005,6.7
1998,30,2006,6.7
2016,24.1,2000,6.76
2007,19.31,2002,6.78
1999,17.72,2005,6.8
1994,16.7,2005,6.8
2011,30.4,2005,6.9
2009,30.45,2005,6.9
2015,15.47,2005,6.9
2001,23.1,2005,6.9
2004,12.9,2006,6.9
2013,14.03,1999,6.95
1995,23.3,2006,7
1993,3.21,2005,7
1997,12.5,2005,7
1996,28.2,2005,7
2001,20.04,2005,7
2002,16.57,2005,7
2019,4.57,1999,7
2015,9.1,2006,7
2017,32.4,2005,7
2020,27.29,2006,7
2014,19.1,2005,7.08
2016,14.15,2005,7.1
2012,15.43,2005,7.1
2005,9.59,2005,7.1
2009,16.2,2006,7.1
2008,21,2005,7.1
2015,10.84,2006,7.1
2020,11.57,2000,7.14
2017,23.5,2005,7.14
2014,26.6,2005,7.14
2016,11.6,2002,7.14
2012,7.94,2002,7.19
2005,13.33,2006,7.2
2009,19.2,2005,7.2
2008,14.97,2004,7.23
2015,11,2005,7.3
2020,15.69,2005,7.3
2017,20.93,2005,7.32
2016,9.78,2003,7.32
2014,10.2,1998,7.34
2012,19.82,2005,7.4
2005,8.92,2005,7.4
2009,2.1,2005,7.4
2008,3.81,2005,7.4
2002,8.2,1999,7.44
2009,12.4,2006,7.5
1994,4.64,2003,7.5
1999,6.01,2005,7.5
2011,11.8,2004,7.55
1995,22.2,2005,7.6
2004,4.9,1998,7.69
2013,4.3,2004,7.69
2001,6.11,2006,7.69
1997,10,2005,7.69
2007,9.08,2005,7.69
2016,5.8,2005,7.69
1996,14.33,2005,7.7
1998,14.81,2005,7.7
1993,3.7,2006,7.7
2005,4.11,2005,7.7
2019,9.93,2005,7.7
2015,5.55,2006,7.7
2001,0.75,2006,7.7
2000,1.81,2006,7.7
2002,1.8,2006,7.7
2009,6.52,2006,7.7
1994,3.31,2005,7.72
1999,9.19,1999,7.78
2011,13.1,1998,7.79
1995,10.5,2005,7.8
2004,1.6,2005,7.8
2001,0.91,2006,7.8
2013,2.54,2006,7.8
1997,1.7,2000,7.81
2007,8.13,2005,7.9
2016,8.28,2005,7.9
1996,1.9,2005,7.9
1998,8.48,2005,7.9
1993,0.9,2006,7.9
2005,0.6,2007,7.99
2019,3.85,1994,8
2001,22.2,1992,8
2015,10.4,2005,8
2000,13.18,2005,8
2002,18.5,2005,8
1999,16.9,2005,8
2009,17.4,2005,8
1994,21.4,2005,8
2011,22.9,2009,8
1995,18.63,2006,8
2004,28.54,2006,8
2001,13.86,2006,8
2013,12.9,2006,8
1997,23.4,2008,8
2007,26.5,2005,8
2016,18.1,2003,8
1996,18.87,2005,8.03
1998,25.6,2005,8.1
1993,26.38,2006,8.1
2005,22.7,2005,8.1
2019,10.4,2005,8.11
2015,9.5,2005,8.14
2001,18.6,1998,8.18
2000,13.31,2006,8.2
2015,11.1,2006,8.2
2002,13.5,2010,8.21
2015,15.8,1999,8.26
1994,17.36,2010,8.26
1999,21.66,2005,8.3
1995,22.5,2005,8.3
2009,8.07,2005,8.3
2004,19.78,2005,8.3
2013,9.1,2006,8.3
2001,14.07,2005,8.3
2020,23.35,2005,8.3
2017,11.1,2006,8.3
2007,23.4,2005,8.3
2016,20.96,2006,8.3
2014,21.5,2006,8.3
2012,13.8,2005,8.3
2005,15.13,2005,8.33
1996,20.23,2005,8.33
2000,9.18,2005,8.33
2019,20.38,2005,8.33
1993,5.25,2005,8.33
2009,12.9,2005,8.33
1997,19.54,2005,8.33
1998,16.73,2006,8.33
2005,19.95,2005,8.39
2001,23.23,1999,8.47
2008,20.14,2005,8.5
2011,25.95,2003,8.57
2015,19.6,2007,8.59
2002,23.25,2005,8.6
1999,21.76,2006,8.6
2015,23.24,2005,8.6
1994,17,2005,8.6
1995,26.03,2006,8.6
2009,23.52,1999,8.65
2004,24.1,2006,8.7
2013,24.67,1998,8.79
2001,24.4,1999,8.79
2020,16.43,2005,8.8
2017,24.62,2005,8.8
2007,11.95,2005,8.8
2016,25.92,2005,8.8
2014,18.2,2003,8.82
2012,22.24,2000,8.82
2005,26.99,1998,8.87
1996,31.3,2004,8.89
2000,23.8,2005,8.9
2019,18.4,2006,8.9
1993,12.5,2005,8.9
1998,22.02,2004,8.93
2009,20.98,2005,9
1997,25.14,2005,9
2005,12.1,2006,9
2001,24.85,2005,9
2008,18.9,2009,9
2011,24.6,2005,9
2002,25.25,2005,9
1999,25.43,1999,9.09
2015,17.45,2005,9.09
1994,24.1,2005,9.09
1995,8.27,2005,9.09
2009,20.4,2005,9.09
2004,25.05,2002,9.09
2013,25.6,2005,9.1
2001,28.96,2005,9.1
2020,32.3,2005,9.1
2017,47.3,2005,9.1
2007,18.73,2005,9.1
2016,35,2006,9.1
2014,26.38,2006,9.1
2012,25.8,2005,9.1
2005,31.79,2002,9.2
1996,22.42,2005,9.2
2000,33.78,2006,9.2
2019,14.21,2010,9.2
1993,11.9,2005,9.3
1998,29.9,2006,9.3
2009,33.2,2006,9.3
1997,32,2005,9.3
2005,20.1,1998,9.32
2001,27.28,2007,9.35
2015,28.59,1987,9.4
2008,29.09,1998,9.42
2011,12.48,2005,9.5
1998,19.32,2006,9.5
2015,32.5,2006,9.5
2013,33.49,1998,9.52
2001,31.77,2002,9.59
2016,28.78,2005,9.6
1996,34.56,1987,9.6
2002,30.01,2000,9.64
2009,36.7,1999,9.68
1993,21,2005,9.7
2004,21.6,2005,9.7
2007,28.83,2005,9.7
1995,20.94,2006,9.7
2005,20.95,2005,9.8
2001,21.36,2005,9.8
1999,20.8,2006,9.8
2000,18.26,2002,9.89
1997,18.8,2005,9.95
2018,19.55,2003,10
1998,10.51,2006,10
2015,7.9,2006,10
2013,21.22,2007,10
2001,18.7,1991,10
2016,19.7,1998,10
1996,14.9,2005,10
2002,19.28,2005,10
2009,23.63,2005,10
1993,17.35,2010,10
2004,8.87,2010,10
2007,19.9,2010,10
1995,26.28,2010,10
2005,24.8,2005,10
2001,21.52,2005,10
2011,18.5,2005,10
1999,21.4,2005,10
2000,20,2005,10
1997,21.5,2005,10
2018,21.02,2006,10
1998,30.15,1994,10
2015,29.5,1994,10
2013,21.04,1994,10
2016,24.28,2006,10
2001,27.25,2007,10
2002,25.6,1998,10
1996,24.3,2005,10
2009,20.1,2002,10
1993,11.93,2002,10
2004,8.5,2003,10
2007,23.9,2006,10
1995,26.4,2005,10
2005,26,2005,10
2001,23.1,2004,10
2011,24.15,2005,10
1999,24.86,2005,10
2000,23.1,2005,10
1997,8.81,2005,10
2018,22.57,2005,10
1999,24.16,2005,10
2004,29.23,2005,10
2013,26.65,2005,10
2002,23.64,2005,10
2007,27.51,2005,10
2009,28.4,2005,10
1995,23.3,2005,10
1996,21.4,2005,10
2016,37.5,2005,10
2019,25.6,2005,10
2001,40.4,2005,10
2005,7.86,2006,10
2000,37.8,2005,10
1998,43.37,2006,10
1997,9.1,2005,10
2011,36.6,2005,10
2001,35.81,2005,10
2015,10.28,2005,10
1999,21.4,2008,10
2004,44.04,2006,10
2013,16.2,2006,10
2002,9.69,2005,10
2007,24.16,2005,10
2009,7.65,2005,10
1995,48.3,2005,10
1996,32.92,2005,10
2016,23.54,2005,10
2019,21.2,2005,10
2001,33.1,2005,5.5
2005,9.85,2007,5.5
2000,31.8,2006,5.5
1998,39.38,1998,5.5
1997,13,1998,5.5
2011,25.2,2002,5.5
2001,29.91,1999,5.5
2015,12.08,2005,5.5
1999,17.8,1998,5.5
2004,34.14,2006,5.5
2013,15.7,1998,5.5
2002,10.53,1998,5.5
2007,24.9,2006,5.5
2009,19.83,2006,5.5
1995,9.2,2006,5.5
1996,34.69,2006,5.5
2016,22.92,2006,5.5
2019,30,2006,5.5
2001,18.1,1999,5.5
2005,27,1999,5.5
2000,21.3,2002,5.5
1998,9.92,2002,5.5
2011,10.71,2002,5.5
1997,35,2002,5.5
2001,20.1,2002,5.5
2015,24.77,2002,5.5
2015,12.59,2002,5.5
2013,15.3,2002,5.5
2004,25.85,2002,5.5
2007,16,2002,5.5
2015,12.8,2002,5.5
2009,19.3,2002,5.5
1996,20.03,2002,5.5
1995,9.77,2002,5.5
2016,23.3,2002,5.5
2019,16.69,2002,5.5
2014,12.62,2002,5.5
2012,10.82,2002,5.5
2019,15.1,2002,5.5
2001,9.44,2002,5.5
2017,9.95,2002,5.5
2005,11.6,2002,5.5
2009,17.53,2002,5.5
1998,14.71,2002,5.5
2005,5.6,2002,5.5
1993,1.7,2002,5.5
2000,11.41,2002,5.5
2011,10.3,2002,5.5
1997,10.82,2002,5.5
2002,13.32,2002,5.5
2001,11.12,2002,5.5
2008,17.3,2002,5.5
1999,14.33,2002,5.5
2015,13.6,2002,5.5
2004,20.94,2002,5.5
2007,17.86,2002,5.5
2013,20.9,2002,5.5
2015,17.27,2002,5.5
2009,19.17,2002,5.5
1996,25.6,2002,5.5
2016,23.52,2002,5.5
1995,22.98,2002,5.5
2019,9.3,2002,5.5
2014,3.09,2002,5.5
2012,21.08,2002,5.5
2019,19.9,2002,5.5
2001,18.13,2002,5.5
2017,21.72,2002,5.5
2005,24.84,2002,5.5
2009,27,2002,5.5
1998,18.38,2002,5.5
2005,21.9,2002,5.5
1993,30.8,2002,5.5
2000,30.64,2002,5.5
2011,27.5,2002,5.5
1997,30.5,2002,5.5
2002,28.46,2002,5.5
2001,34.1,2002,5.5
2008,31.16,2002,5.5
1999,28.02,2002,5.5
2015,11.4,2002,5.5
2004,5.91,2002,5.5
2007,27.04,2002,5.5
2013,31.87,2002,5.5
2015,29.62,2002,5.5
2009,27.56,2002,5.5
1996,34.4,2002,5.5
2016,30.52,2002,5.5
1995,23.43,2002,5.5
2019,27.7,2002,5.5
2014,15.2,2002,5.5
2012,13.9,2002,5.5
2019,22.35,2002,5.5
2001,21.7,2002,5.5
2017,15,2002,5.5
2005,25,2002,5.5
2009,20.4,2002,5.5
1993,16.83,2002,5.5
2005,13.5,2002,5.5
2000,16.59,2002,5.5
2011,17.5,2002,5.5
1998,12.7,2002,5.5
1997,12.35,2002,5.5
2002,19.77,2002,5.5
2001,10,2002,5.5
2008,17.2,2002,5.5
1999,23.2,2002,5.5
2015,19.89,2002,5.5
2015,23.1,2002,5.5
2004,13.23,2002,5.5
2009,18.73,2002,5.5
2007,24.3,2002,5.5
2013,18.24,2002,5.5
2020,20.8,2002,5.5
1996,18,2002,5.5
2016,26.11,2002,5.5
1995,21.87,2002,5.5
1994,20.12,2002,5.5
2001,26.06,2002,5.5
2014,19.12,2002,5.5
2017,16.8,2002,5.5
2012,13.5,2002,5.5
2019,25.1,2002,5.5
2005,23.26,2002,5.5
2009,13.5,2002,5.5
2000,22.84,2002,5.5
2002,20.92,2002,5.5
1998,13.5,2002,5.5
2011,15.5,2002,5.5
2008,17.91,2002,5.5
1997,22.43,2002,5.5
2005,13.5,2002,5.5
1999,20.26,2002,5.5
2001,29,2002,5.5
2015,23.96,2002,5.5
2001,24.6,2002,5.5
2016,17.34,2002,5.5
2013,21.32,2002,5.5
1996,25.6,2002,5.5
2004,23.03,2002,5.5
2009,23.4,2002,5.5
2007,23.08,2002,5.5
1995,20.43,2002,5.5
1993,26.04,2002,5.5
2019,28.1,2002,5.5
2001,26.72,2002,5.5
2002,44.4,2002,5.5
1999,16.6,2002,5.5
2000,21.23,2002,5.5
1998,32.43,2002,5.5
2011,30.3,2002,5.5
2005,15.7,2002,5.5
2015,26.52,2002,5.5
2001,23.68,2002,5.5
2016,14.2,2002,5.5
2013,17.6,2002,5.5
1996,21.35,2002,5.5
2004,26.1,2002,5.5
2009,15.9,2002,5.5
2007,36.1,2002,5.5
1995,44.4,2002,5.5
1993,20.47,2002,5.5
2001,34.6,2002,5.5
2019,22.83,2002,5.5
1998,38.8,2002,5.5
2002,26.53,2002,5.5
1999,27.73,2002,5.5
2000,28.1,1998,5.5
2011,26.03,1998,5.5
2005,40.51,1998,5.5
2015,29.64,1998,5.5
2001,26.3,1998,5.5
2016,21.2,1992,5.5
2013,38.52,1998,5.5
1996,29.52,1998,5.5
2004,27.3,1998,5.5
2009,10.8,1998,5.5
2007,22.1,1998,5.5
1995,23.47,1998,5.5
1993,12.5,1998,5.5
2001,23.93,1998,5.5
2019,15.5,1998,5.5
1998,38.24,1998,5.5
2002,13.2,1998,5.5
1999,12.4,1998,5.5
2000,11.4,1998,5.5
2011,14.82,1998,5.5
2005,27.3,1998,5.5
2015,40.4,1998,5.5
2015,36.05,1998,5.5
2004,37.2,1998,5.5
2009,28.99,1998,5.5
2007,31.2,1998,5.5
2013,29.04,1998,5.5
2020,26.92,1998,5.5
1996,36,1998,5.5
2016,35.16,1998,5.5
1995,38.49,1998,5.5
1994,15.1,1998,5.5
2001,19.35,1998,5.5
2014,14.4,1998,5.5
2017,29.5,1998,5.5
2012,32.49,1998,5.5
2019,18.89,1998,5.5
2005,27.5,1998,5.5
2009,22.4,1998,5.5
2000,29.03,1998,5.5
2002,28.59,1998,5.5
1998,14.58,1998,5.5
2011,20.84,1998,5.5
2008,19.71,1998,5.5
1997,26.58,1998,5.5
2005,22.3,1998,5.5
1999,27.2,1998,5.5
2001,25.63,1998,5.5
2015,21.12,1998,5.5
2015,14,2004,5.5
2004,18.68,2002,5.5
2009,22,2001,5.5
2007,26.6,2001,5.5
2013,29.64,2001,5.5
2020,18.27,1998,5.5
1996,28.5,1998,5.5
2016,24.2,1998,5.5
1995,26.77,1998,5.5
1994,24.81,1998,5.5
2001,18.94,1998,5.5
2014,12.96,1998,5.5
2017,24.58,1998,5.5
2012,18.51,1998,5.5
2019,23.25,1998,5.5
2005,23.98,1998,5.5
2009,30.5,1998,5.5
2000,24.19,1998,5.5
2002,15.4,1998,5.5
1998,26.21,1998,5.5
2011,17.8,1998,5.5
2008,31.8,1998,5.5
1997,30.9,1998,5.5
2005,30.14,1998,5.5
1999,37.44,1998,5.5
2001,35,1998,5.5
2002,28.09,1998,5.5
2003,27.61,1998,5.5
2001,31.6,1998,5.5
2006,15.13,1998,5.5
2018,33.87,1998,5.5
2014,31.2,1998,5.5
1993,33.8,1998,5.5
1998,29.3,1998,5.5
2010,37.2,1998,5.5
2012,35.78,1998,5.5
2000,23.32,1998,5.5
1996,20,1998,5.5
1997,33.62,1998,5.5
1994,31.2,1998,5.5
1999,23.4,1998,5.5
2004,17.5,1998,5.5
1995,24.28,1998,5.5
2016,29.51,1998,5.5
2008,10.9,1998,5.5
2002,22.28,1998,5.5
2003,19.14,1998,5.5
2006,41,1998,5.5
2001,17,1998,5.5
2018,13.7,1998,5.5
1993,10.6,1998,5.5
2014,18.86,1998,5.5
1998,32.97,1998,5.5
1996,31.4,1998,5.5
2010,39.65,1998,5.5
2012,36.8,1998,5.5
2000,32.37,1998,5.5
1997,24.7,1998,5.5
1994,30.1,1998,5.5
1999,24.1,1998,5.5
2004,39.43,1998,5.5
1995,36.39,1998,5.5
2016,39.27,1998,5.5
2008,28.7,1998,5.5
2002,19,1998,5.5
2003,33.54,1998,5.5
2006,35.64,1998,5.5
2001,24.25,1998,5.5
2018,15.8,1998,5.5
1993,22.93,1998,5.5
2014,26.35,1998,5.5
1998,13,1998,5.5
1996,24.31,1998,5.5
2010,18.43,1998,5.5
2012,37.2,1998,5.5
2000,18.3,2006,5.5
1997,12.1,2005,5.5
1994,12.38,2005,5.5
1999,17.31,2005,5.5
2004,27.5,2005,5.5
1995,28.7,2005,5.5
2016,33.95,2005,5.5
2008,36,1998,5.5
2001,32.4,1998,5.5
2016,26.5,1999,5.5
1995,23,2007,5.5
2006,28.81,2007,5.5
1993,36,1998,5.5
2014,34.84,1998,5.5
2018,37.6,2007,5.5
1996,49.71,1991,5.5
2010,51.59,1993,5.5
2012,48.09,1994,5.5
1997,50.2,1992,5.5
1998,11.02,1992,5.5
2000,6.8,1994,5.5
1994,37.3,1993,5.5
1999,44.88,1993,5.5
2004,47.9,1998,5.5
2002,41.2,1999,5.5
2008,41.01,1998,5.5
2003,39.6,1998,5.5
2001,45.78,1999,5.5
2016,35.23,1999,5.5
1995,38.92,1999,5.5
1993,47.37,1998,5.5
2006,44.03,1998,5.5
2014,2.9,1999,5.5
2018,49.1,1999,5.5
1996,51.91,1998,5.5
2010,51.54,1998,5.5
2012,51.4,1999,5.5
1997,50.31,1990,5.5
1998,11.49,1998,5.5
1999,35.26,1987,5.5
2000,4.1,1987,5.5
1994,46.14,2005,5.5
2004,39.14,1998,5.5
2002,52.7,2005,5.5
2008,38,2005,5.5
2003,48.8,2005,5.5
2001,40.98,2005,5.5
2016,36.05,2005,5.5
1995,45.26,2006,5.5
1993,52.16,2006,5.5
2006,38.68,1999,5.5
2014,4.3,1999,5.5
2018,48.9,1999,5.5
1996,51.5,1999,5.5
2010,47.68,1999,5.5
2012,45.3,2000,5.5
1997,51.8,2007,5.5
1998,6.56,1999,5.5
1999,29.88,1999,5.5
2000,2.7,2005,5.5
2002,45.91,2005,5.5
1994,37.1,2005,5.5
2004,51.5,2005,5.5
2003,38,2005,5.5
2008,48.07,2005,5.5
2001,45.66,2005,5.5
2008,34.17,1999,5.5
1999,40.89,1999,5.5
2006,47.29,1999,5.5
2014,41.66,2003,5.5
2012,2.8,2003,5.5
1995,50.5,1998,5.5
1993,30.21,2005,5.5
2018,2.9,2005,5.5
2016,32.06,2005,5.5
2000,38.38,2005,5.5
1997,26.59,1998,5.5
1998,8.3,2003,5.5
1994,8.89,2003,5.5
1996,31.4,2005,5.5
2002,41.4,2002,5.5
2003,30.1,1998,5.5
2004,29.76,2000,5.5
2010,31.77,2001,5.5
2001,26.23,2002,5.5
2008,32.59,2003,5.5
1999,30.15,2001,5.5
2006,35.37,2002,5.5
2014,24.8,2003,5.5
2012,41.1,2002,5.5
1995,33.13,2004,5.5
1993,23.82,2005,5.5
2018,0.5,2002,5.5
2016,19.29,2002,5.5
2000,16.48,2005,5.5
1997,28.43,2005,5.5
1998,3,2005,5.5
1996,1.58,2005,5.5
2002,21.54,2010,5.5
2004,29.2,2010,5.5
1994,30,2005,5.5
2010,21,2005,5.5
2003,23.31,1998,5.5
2001,23.23,1998,5.5
2008,22.26,2005,5.5
1999,16.71,2005,5.5
2006,22.6,1987,5.5
2014,17,2005,5.5
2012,25.5,1997,5.5
1995,19.61,1998,5.5
1993,21.65,1998,5.5
2018,11,1999,5.5
2016,19.48,2005,5.5
2000,16.59,1998,5.5
1997,28.46,2004,5.5
1998,17.1,2005,5.5
1994,15.24,2001,5.5
1996,21,2001,5.5
2010,25.2,2001,5.5
2003,30.4,2007,5.5
2004,19.4,1994,5.5
2002,19.55,2000,5.5
2008,19.93,2005,5.5
2018,16.4,2001,5.5
2001,16.62,1998,5.5
2014,20.09,2005,5.5
2016,26.2,2003,5.5
1993,18.67,2009,5.5
2006,29,2009,5.5
1996,15.22,1998,5.5
1995,27.6,2003,5.5
1994,11.19,2003,5.5
1997,24.94,2005,5.5
1998,9.8,2005,5.5
1999,34.6,2005,5.5
2012,14.84,2005,5.5
2000,21.06,2006,5.5
2010,2.41,2006,5.5
2002,3,2004,5.5
2004,16.03,2009,5.5
2003,10.01,2009,5.5
2018,11.49,1998,5.5
2001,16.26,1998,5.5
2014,9.6,2001,5.5
2016,18.7,2001,5.5
1993,21.19,2001,5.5
2006,24.9,2002,5.5
1996,32.44,2002,5.5
1995,26.24,2002,5.5
1994,39.6,2001,5.5
1997,20.3,2002,5.5
1998,35.97,2002,5.5
1999,8.7,2004,5.5
2012,43.2,2006,5.5
2000,19.25,2002,5.5
2010,20.32,2002,5.5
2002,5.75,2002,5.5
2004,4.1,2002,5.5
2003,25.7,2002,5.5
2008,21.37,2005,5.5
2018,19.51,1998,5.5
2001,15.94,2000,5.5
1995,30.34,2000,5.5
2014,30.26,2007,5.5
1993,21.24,2006,5.5
2006,41.85,2007,5.5
2016,31.81,2006,5.5
1996,18.04,2006,5.5
1994,19.82,2006,5.5
1997,18.47,2006,5.5
1998,24.02,1994,5.5
1999,8.32,1994,5.5
2012,30.8,2008,5.5
2000,20.74,2008,5.5
2010,21.95,1998,5.5
2002,7.5,1998,5.5
2004,7.1,1998,5.5
2003,21.21,1998,5.5
2008,19.57,1998,5.5
2014,17.7,2002,5.5
2016,19.97,1998,5.5
2001,15.45,2000,5.5
2008,28.7,1998,5.5
2006,19.01,2005,5.5
1993,20.28,2009,5.5
2018,24.86,2008,5.5
1996,28.2,2009,5.5
1995,9.14,2007,5.5
1997,21.15,2016,5.5
1998,14.1,2008,5.5
2000,10.3,2008,5.5
1994,21.55,2008,5.5
2012,28.15,2008,5.5
2002,13.12,2010,5.5
2004,16.85,2010,5.5
1993,20.43,2008,5.5
1999,16.83,2008,5.5
2010,18.88,2008,5.5
2003,14.01,2008,5.5
2014,29.1,2008,5.5
2016,14.81,2009,5.5
2008,31.54,2008,5.5
2006,19.26,2010,5.5
1993,19.8,2008,5.5
2018,20.39,2008,5.5
1996,6.99,2009,5.5
1995,11.98,2007,5.5
1997,8.5,2013,5.5
1994,5.3,2008,5.5
1998,18.3,2009,5.5
2000,19.52,2007,5.5
2012,13.14,2008,5.5
1999,12.24,2013,5.5
2010,12.73,2009,5.5
2002,14.24,2009,5.5
2004,12.46,2008,5.5
1993,14.2,2008,5.5
2003,28.52,2008,5.5
2001,10.46,2010,5.5
2014,25.8,2013,5.5
2016,13.71,2008,5.5
2008,16.93,2008,5.5
2006,14.9,2009,5.5
1993,21.02,2008,5.5
2018,5.5,2007,5.5
1996,7.91,2013,5.5
1995,6.93,2013,5.5
1997,4.1,2008,5.5
1994,11.05,2008,5.5
1998,15.39,2008,5.5
2000,5,2008,5.5
2012,7.5,2007,5.5
1999,8.12,2009,5.5
2010,6.97,2016,5.5
2002,6.67,2008,5.5
2004,9,2009,5.5
1993,18.3,2008,5.5
2003,8.14,2013,5.5
2001,17.9,2008,5.5
2018,14.18,2008,5.5
2008,13,2008,5.5
2001,13.98,2008,5.5
1998,17.42,2008,5.5
2016,8.5,2008,5.5
1995,10.7,2016,5.5
2012,21.32,2010,5.5
1997,24.9,2008,5.5
2000,24.98,2008,5.5
2006,19.84,2013,5.5
1996,7.56,2009,5.5
1999,16.64,2008,5.5
1994,21.73,2008,5.5
2004,16.13,2007,5.5
1993,15.24,2009,5.5
2003,18.37,2008,5.5
2014,29.11,2008,5.5
2002,20.2,2008,5.5
2010,20.52,2008,5.5
2018,21.78,2008,5.5
2008,22.2,2008,5.5
2001,17.63,2008,5.5
1998,25.4,2008,5.5
2016,24.18,2013,5.5
1995,14.3,2008,5.5
2012,12,2001,5.5
1997,20.3,2007,5.5
2000,28.28,2001,5.5
1996,23.73,2003,5.5
1999,9,2001,5.5
1994,17.62,2001,5.5
2003,24.32,1998,5.5
2004,19.04,2005,5.5
1993,28.2,2001,5.5
2014,20.35,2003,5.5
2002,19,2003,5.5
2010,35.9,2003,5.5
2018,19.1,2002,5.5
2008,23.5,2002,5.5
1995,20.65,2002,5.5
1998,18.8,2002,5.5
2012,25.77,2002,5.5
2016,20.99,2002,5.5
1997,19.4,2008,5.5
2000,13.3,1998,5.5
2006,17.1,1998,5.5
1996,18.83,1998,5.5
1999,26.3,1998,5.5
1994,24.45,1998,5.5
2003,13.88,1998,5.5
2004,16.4,2002,5.5
1993,22.83,2002,5.5
2014,16.24,2002,5.5
2001,22.05,2009,5.5
2002,18.34,2008,5.5
2010,20.02,2008,5.5
2016,27.8,2008,5.5
2008,16.34,2003,5.5
2018,32.02,2003,5.5
2001,19.1,1993,5.5
1998,21.68,2002,5.5
1995,22.24,1998,5.5
2012,18.18,2002,5.5
1997,17.72,2006,5.5
1999,13.96,1998,5.5
2006,41,2005,5.5
2000,50.9,2006,5.5
1994,56.78,2004,5.5
1993,9.2,2005,5.5
1993,43.16,2005,5.5
2003,24,2005,5.5
2002,51.95,2005,5.5
2014,53.23,2006,5.5
1996,27.33,2005,5.5
2010,46.4,2006,5.5
2004,51.06,2006,5.5
2016,34.1,2005,5.5
2008,38.46,2004,5.5
2018,26.84,2006,5.5
2001,47.57,2005,5.5
1998,25.8,2005,5.5
1995,45.48,2005,5.5
2012,40.7,2005,5.5
1997,14.49,2005,5.5
1999,29.4,2005,5.5
2006,56.12,2005,5.5
2000,56.45,2006,5.5
1994,12.6,2006,5.5
1996,38.89,2006,5.5
1993,29.1,2005,5.5
1993,49.7,2005,5.5
2003,48.35,2005,5.5
2014,40.52,2005,5.5
2010,45.7,2004,5.5
2004,26.22,2005,5.5
2002,53.74,2005,5.5
2016,35.37,2005,5.5
2008,18.4,2005,5.5
2018,23.7,2004,5.5
2001,52.52,2005,5.5
