Date_Year_regrowth,Percent_Hard_Coral_Cover,Date_Year_bleaching,Percent_Bleaching
2012,13.75,2019,0
2012,33.13,2013,0
2015,30,2013,0
2015,26.88,2018,0
2008,27.5,2018,0
2008,71.25,2017,0
2008,65.63,2017,0
2008,53.13,2016,0
2014,38.75,2016,0
2014,71.88,2014,0
2010,55,2014,0
2010,60,2015,0
2018,62.5,2015,0
2018,66.88,2019,0
2017,45,2019,0
2017,62.5,2018,0
2010,36.88,2018,0
2010,40.63,2016,0
2010,55,2016,0
2010,56.88,2017,0
2009,63.75,2017,0
2009,52.5,2013,0
2010,59.38,2013,0
2010,61.88,2014,0
2010,43.75,2014,0
2010,55,2015,0
2008,30,2015,0
2008,29.38,2019,0
2008,36.25,2019,0
2008,56.25,2017,0
2007,63.75,2017,0
2007,59.38,2016,0
2010,56.88,2016,0
2010,62.5,2014,0
2009,66.25,2014,0
2009,53.75,2015,0
2011,65,2015,0
2011,52.5,2019,0
2011,73.13,2019,0
2011,71.88,2013,0
2008,69.38,2013,0
2008,73.75,2014,0
2010,87.5,2014,0
2010,74.38,2015,0
2013,83.75,2015,0
2013,19.38,2016,0
2013,19.38,2016,0
2014,25,2017,0
2014,28.13,2017,0
2018,21.88,2019,0
2007,6.25,2019,0
2018,68.13,2015,0
2010,68.13,2015,0
2010,41.25,2018,0
2007,45,2018,0
2008,72.5,2016,0
2008,71.25,2016,0
2010,72.5,2014,0
2010,71.88,2014,0
2008,45,2013,0
2008,30.63,2013,0
2009,51.25,2017,0
2009,28.13,2017,0
2011,28.75,2019,0
2011,48.13,2019,0
2009,38.13,2014,0
2009,43.13,2014,0
2009,24.38,2018,0
2008,15.63,2018,0
2008,28.13,2017,0
2010,43.13,2017,0
2010,57.5,2015,0
2014,38.13,2015,0
2014,63.75,2013,0
2014,43.75,2013,0
2014,61.88,2016,0
2010,47.5,2016,0
2010,48.13,2019,0
2010,58.13,2019,0
2009,59.17,2015,0
2009,39.38,2015,0
1997,16.88,2013,0
1997,47.5,2013,0
1998,30,2016,0
1998,3.13,2016,0
1998,49.38,2017,0
2000,55,2017,0
1999,38.13,2012,0
1999,23.13,2012,0
2008,23.75,2018,0
2008,33.13,2018,0
2008,30.63,2017,0
2008,49.38,2017,0
2008,61.25,2015,0
2008,58.75,2015,0
2007,48.75,2013,0
2007,52.5,2013,0
2004,60,2018,0
2004,74.38,2018,0
2003,35,2017,0
2003,30.63,2017,0
2004,30,2013,0
2004,33.13,2013,0
2017,50.63,2018,0
2005,23.75,2018,0
2005,23.75,2017,0
2007,51.25,2017,0
2007,41.88,2015,0
2004,35.63,2015,0
2004,50.63,2013,0
2006,43.75,2013,0
2007,57.5,2012,0
2007,23.75,2012,0
2002,65.63,2016,0
2002,53.75,2016,0
2003,48.13,2013,0
2003,53.75,2013,0
2007,48.13,2018,0
2007,67.5,2018,0
2006,63.13,2017,0
2006,61.25,2017,0
2007,61.25,2012,0
2007,29.38,2012,0
2006,54.38,2018,0
2006,69.38,2018,0
2004,81.25,2017,0
2004,43.13,2017,0
2005,48.75,2012,0
2005,51.88,2012,0
2006,75,2013,0
2006,70.63,2013,0
2003,69.38,2017,0
2003,71.25,2017,0
2007,65.63,2013,0
2007,84.38,2013,0
2004,69.38,2011,0
2004,84.38,2011,0
2003,66.88,2018,0
2003,71.88,2018,0
2002,70,2016,0
2002,82.5,2016,0
2003,85,2012,0
2003,75.63,2012,0
2006,56.25,2018,0
2006,81.88,2018,0
2007,80,2017,0
2007,83.13,2017,0
2005,81.88,2012,0
2005,78.75,2012,0
2004,84.38,2016,0
2004,71.25,2016,0
2005,83.13,2013,0
2005,80.63,2013,0
2004,89.38,2011,0
2004,56.25,2011,0
2004,73.75,2014,0
2004,68.13,2014,0
2006,70.63,2015,0
2006,24.38,2015,0
2003,36.25,2016,0
2003,29.38,2016,0
2007,33.75,2017,0
2007,46.25,2017,0
2017,25.63,2015,0
2002,28.13,2015,0
2002,48.13,2012,0
2003,36.88,2012,0
2003,52.5,2011,0
2005,76.88,2011,0
2005,38.13,2018,0
2006,77.5,2018,0
2006,48.75,2019,0
2004,75.63,2019,0
2004,79.38,2012,0
2007,66.88,2012,0
2007,51.88,2015,0
2004,76.88,2015,0
2004,42.5,2016,0
2005,70.63,2016,0
2005,54.38,2017,0
2006,44.38,2017,0
2006,62.5,2018,0
2002,43.75,2018,0
2002,61.88,2011,0
2002,51.25,2011,0
2002,64.38,2018,0
2017,79.38,2018,0
2003,48.75,2011,0
2003,45,2011,0
2004,44.38,2012,0
2005,24.38,2012,0
2007,29.38,2015,0
2007,56.25,2015,0
2006,26.88,2016,0
2006,42.5,2016,0
2007,33.13,2017,0
2007,80,2017,0
2007,70.63,2012,0
2007,86.25,2012,0
2004,81.88,2013,0
2006,78.75,2013,0
2006,78.75,2015,0
2003,46.88,2015,0
2003,55,2016,0
2003,26.25,2016,0
2003,50,2017,0
2007,8.75,2017,0
2007,25,2018,0
2006,61.25,2018,0
2006,21.25,2011,0
2017,50.63,2011,0
2017,15,2013,0
2017,41.88,2013,0
2017,36.25,2018,0
2017,32.5,2018,0
2007,40,2018,0
2007,15,2018,0
2008,16.88,2015,0
2008,34.38,2015,0
2008,65.63,2016,0
2008,85.63,2016,0
2008,31.88,2012,0
2008,71.25,2012,0
2019,68.13,2011,0
2019,83.13,2011,0
2019,68.13,2017,0
2019,84.38,2017,0
2006,40,2015,0
2006,90.63,2015,0
2008,71.25,2016,0
2008,71.25,2016,0
2008,80,2011,0
2008,66.25,2011,0
2006,71.25,2012,0
2006,50,2012,0
2007,66.25,2017,0
2007,56.25,2017,0
2008,51.88,2018,0
2008,33.13,2018,0
2007,33.13,2008,0
2007,75,2008,0
2006,66.25,2007,0
2006,80,2007,0
2008,38.13,2018,0
2008,43.13,2018,0
2019,70,2017,0
2019,43.13,2017,0
2019,73.13,2016,0
2019,65.63,2016,0
2019,58.75,2015,0
2019,64.38,2015,0
2019,56.25,2012,0
2019,45,2012,0
2001,40,2011,0
2004,56.88,2011,0
2004,10,2018,0
2003,66.88,2018,0
2003,52.5,2018,0
2013,48.13,2018,0
2013,65,2017,0
2013,47.5,2017,0
2013,39.38,2016,0
2013,36.88,2016,0
2014,44.38,2015,0
2016,48.13,2015,0
2013,45,2013,0
2013,31.25,2013,0
2014,53.75,2012,0
2016,53.75,2012,0
2013,51.88,2011,0
2013,73.13,2011,0
2014,41.88,2017,0
2016,53.75,2017,0
2005,78.75,2016,0
2005,78.13,2016,0
2007,65,2018,0
2007,56.25,2018,0
2005,25.63,2018,0
2004,28.75,2018,0
2004,14.38,2015,0
2006,28.13,2015,0
2006,48.75,2012,0
2013,55,2012,0
2013,56.88,2013,0
2014,50,2013,0
2016,32.5,2013,0
2013,30.63,2013,0
2014,3.13,2018,0
2016,15,2018,0
2007,14.38,2017,0
2007,14.38,2017,0
2006,11.25,2016,0
2006,3.75,2016,0
2014,11.88,2012,0
2014,60.63,2012,0
2013,48.13,2015,0
2013,26.25,2015,0
2008,5.63,2016,0
2008,6.88,2016,0
2008,43.13,2017,0
2008,50.63,2017,0
2000,60,2003,0
1999,61.25,2003,0
1999,53.13,2018,0
2004,46.25,2018,0
2006,0,2018,0
2006,3.13,2018,0
2005,3.13,2017,0
2007,33.13,2017,0
2007,37.5,2015,0
2004,15.63,2015,0
2006,67.5,2013,0
2006,56.25,2013,0
2005,13.75,2012,0
2007,15,2012,0
2007,33.75,2016,0
2006,35.63,2016,0
2006,16.25,2018,0
2007,11.88,2018,0
2007,2.5,2017,0
2006,6.25,2017,0
2006,25,2018,0
2007,35.63,2018,0
2007,8.75,2015,0
2004,27.5,2015,0
2006,17.5,2016,0
2005,23.13,2016,0
2013,13.75,2015,0
2014,18.75,2015,0
2015,26.25,2016,0
2004,24.38,2016,0
2004,23.13,2017,0
2005,31.88,2017,0
2005,23.75,2018,0
2006,25.63,2018,0
2006,36.25,2013,0
2004,32.5,2013,0
2004,34.38,2015,0
2005,20.63,2015,0
2005,31.88,2016,0
2006,37.5,2016,0
2006,41.88,2018,0
2013,35,2018,0
2015,29.38,2018,0
2016,6.88,2018,0
2014,12.5,2017,0
2013,8.13,2017,0
2015,8.13,2013,0
2016,3.13,2013,0
2014,16.88,2017,0
2013,9.38,2017,0
2015,22.5,2007,0
2016,14.38,2007,0
2014,40.63,2012,0
2018,16.25,2012,0
2017,31.25,2015,0
2017,20,2015,0
2018,13.13,2018,0
2004,20.63,2018,0
2005,49.38,2016,0
2006,44.38,2016,0
2013,35.63,2014,0
2015,48.75,2014,0
2014,45.63,2013,0
2004,50.63,2013,0
2004,48.75,2012,0
2005,69.38,2012,0
2005,39.38,2017,0
2006,22.5,2017,0
2006,4.38,2019,0
2004,9.38,2019,0
2004,3.75,2018,0
2005,1.25,2018,0
2005,2.5,2015,0
2006,73.75,2015,0
2006,35,2016,0
2007,24.38,2016,0
2007,58.75,2017,0
2006,16.88,2017,0
2006,3.13,2019,0
2005,0.63,2019,0
2004,30.63,2012,0
2004,7.5,2012,0
2005,13.13,2015,0
2005,20.63,2015,0
2007,15.63,2016,0
2007,35,2016,0
2004,2.5,2017,0
2006,33.13,2017,0
2006,13.13,2018,0
2013,16.25,2018,0
2015,19.38,2019,0
2016,27.5,2019,0
2014,39.38,2012,0
2013,31.25,2012,0
2016,29.38,2015,0
2014,42.5,2015,0
2013,43.75,2016,0
2015,30.63,2016,0
2016,41.88,2017,0
2014,41.25,2017,0
2013,14.38,2018,0
2014,27.5,2018,0
2013,22.5,2019,0
2014,27.5,2019,0
2015,30,2016,0
2013,30,2016,0
2014,41.25,2017,0
2015,21.25,2017,0
2013,41.25,2018,0
2008,25,2018,0
2008,32.5,2015,0
2011,28.13,2015,0
2011,30.63,2019,0
2011,10,2019,0
2008,7.5,2018,0
2008,17.5,2018,0
2013,43.75,2017,0
2014,28.75,2017,0
2014,76.88,2016,0
2012,28.75,2016,0
2012,68.75,2015,0
2008,66.25,2015,0
2011,55.63,2013,0
2011,53.75,2013,0
2011,88.75,2011,0
2011,9.38,2011,0
2008,8.13,2009,0
2008,17.5,2009,0
2013,7.5,2008,0
2012,13.13,2008,0
2012,21.88,2007,0
2003,50.63,2007,0
2003,39.38,2012,0
2008,41.25,2012,0
2012,39.38,2019,0
2012,34.38,2019,0
2003,30.63,2012,0
2004,33.13,2012,0
2005,46.88,2018,0
2003,30,2018,0
2003,41.88,2017,0
2003,32.5,2017,0
1998,34.38,2016,0
2003,34.38,2016,0
2003,44.38,2015,0
2000,33.13,2015,0
2000,41.88,2014,0
2011,33.75,2014,0
2011,33.75,2019,0
2011,44.38,2019,0
2011,33.75,2012,0
2014,37.5,2012,0
2014,41.25,2018,0
2013,45,2018,0
2012,51.88,2017,0
2012,56.25,2017,0
2008,58.13,2016,0
2008,21.88,2016,0
2008,10.63,2015,0
2008,47.5,2015,0
2012,18.13,2011,0
2012,44.38,2011,0
2001,29.38,2008,0
2001,51.25,2008,0
2000,40,2007,0
2000,40.63,2007,0
2002,31.88,2019,0
2002,43.13,2019,0
1999,48.75,2015,0
1999,50.83,2015,0
2008,43.75,2016,0
2008,29.38,2016,0
2010,8.75,2017,0
2010,10.63,2017,0
2007,36.88,2018,0
2007,23.75,2018,0
2009,37.5,2012,0
2009,26.88,2012,0
2000,28.13,2013,0
2000,36.25,2013,0
2002,50.63,2014,0
2002,42.5,2014,0
1999,43.13,2015,0
1999,50.63,2015,0
2010,45.63,2016,0
2010,53.13,2016,0
2009,47.5,2017,0
2009,49.38,2017,0
2008,5.63,2019,0
2008,14.38,2019,0
2007,60.63,2015,0
2007,81.25,2015,0
2004,68.75,2017,0
2004,56.25,2017,0
2008,3.75,2018,0
2008,17.5,2018,0
2005,55,2017,0
2005,48.75,2017,0
2006,8.13,2012,0
2006,23.13,2012,0
2007,16.25,2019,0
2007,10.63,2019,0
2004,7.5,2018,0
2004,15.63,2018,0
2005,13.13,2019,0
2005,10.63,2019,0
2006,12.5,2017,0
2006,14.38,2017,0
2002,6.88,2018,0
2002,13.75,2018,0
2008,7.5,2019,0
2008,34.38,2019,0
2001,26.88,2017,0
2001,20.63,2017,0
2010,26.88,2018,0
2010,20.63,2018,0
2007,23.13,2012,0
2007,17.5,2012,0
2009,13.13,2018,0
2009,4.38,2018,0
2002,22.5,2010,0
2002,16.25,2010,0
2003,11.25,2014,0
2005,10.63,2014,0
2004,12.5,2018,0
2008,24.38,2018,0
2011,12.5,2015,0
2003,16.88,2015,0
2010,6.25,2015,0
2012,10.63,2015,0
2007,18.13,2009,0
2009,16.25,2009,0
2009,15.63,2012,0
2002,13.75,2012,0
2004,24.38,2010,0
2006,16.25,2010,0
2005,10,2009,0
2002,6.88,2009,0
2006,18.13,2012,0
2010,3.13,2012,0
2008,10.63,2014,0
2007,21.25,2014,0
2011,33.75,2018,0
2003,26.25,2018,0
2010,19.38,2010,0
2008,38.75,2010,0
2003,22.5,2011,0
2009,23.75,2011,0
2002,30,2011,0
2010,34.38,2011,0
2005,37.5,2012,0
2011,20,2012,0
2004,13.75,2013,0
2012,18.75,2013,0
2002,18.13,2015,0
2004,27.5,2015,0
2009,18.13,2018,0
2006,20,2018,0
2007,11.88,2010,0
2007,1.88,2010,0
2002,3.13,2019,0
2011,2.5,2019,0
2005,4.38,2015,0
2006,6.88,2015,0
2007,1.25,2018,0
2008,10,2018,0
2002,14.38,2013,0
2003,4.38,2013,0
2004,1.25,2012,0
2006,0,2012,0
2002,5,2009,0
2002,3.75,2009,0
2011,61.88,2012,0
2005,84.38,2012,0
2010,48.75,2018,0
2009,59.38,2018,0
2003,69.38,2018,0
2008,66.88,2018,0
2002,45,2013,0
2012,59.38,2013,0
2009,60,2009,0
2010,90,2009,0
2008,31.25,2011,0
2011,45,2011,0
2004,35,2012,0
2006,68.75,2012,0
2002,58.75,2012,0
2007,66.88,2012,0
2007,72.5,2015,0
2005,42.5,2015,0
2012,74.38,2018,0
2012,54.38,2018,0
2008,32.5,2009,0
2008,73.13,2009,0
2014,44.38,2019,0
2014,33.75,2019,0
2013,50,2012,0
2012,41.88,2012,0
2012,49.38,2018,0
2011,40.63,2018,0
2011,10.63,2018,0
2011,1.25,2018,0
2011,59.38,2009,0
2008,55,2009,0
2008,61.88,2015,0
2001,50.63,2015,0
2001,23.75,2013,0
2002,71.25,2013,0
2002,26.88,2012,0
2003,15.63,2012,0
2003,10,2010,0
2000,15,2010,0
2000,8.75,2015,0
1998,31.88,2015,0
2003,10,2013,0
2003,5.63,2013,0
2004,13.75,2010,0
2004,45.63,2010,0
2005,53.13,2009,0
2005,59.38,2012,0
2010,48.13,2012,0
2010,47.5,2012,0
2006,23.13,2012,0
2006,52.5,2015,0
2007,30.63,2015,0
2007,45,2018,0
2009,53.13,2018,0
2009,66.25,2010,0
2010,49.38,2010,0
2010,65,2009,0
2004,32.5,2009,0
2004,54.38,2015,0
2007,43.75,2015,0
2007,50.63,2018,0
2006,26.88,2018,0
2006,24.38,2010,0
2009,26.88,2010,0
2009,45,2012,0
2005,19.38,2012,0
2005,55.63,2018,0
2010,65.63,2018,0
2010,66.88,2016,0
2008,68.75,2016,0
2008,73.13,2014,0
2007,61.88,2014,0
2007,54.38,2013,0
2009,40.63,2013,0
2009,39.38,2015,0
1997,33.75,2015,0
1997,35.63,2018,0
1998,36.25,2018,0
1998,35,2016,0
2004,74.38,2016,0
2004,53.13,2014,0
2005,74.38,2014,0
2005,36.25,2013,0
2007,36.25,2013,0
2007,40.63,2014,0
2006,42.5,2014,0
2006,45.63,2015,0
2004,10.63,2015,0
2004,13.13,2013,0
2005,15.63,2013,0
2005,33.13,2012,0
2006,16.88,2012,0
2006,17.5,2016,0
2011,41.25,2016,0
2011,30.63,2016,0
2012,39.38,2016,0
2012,42.5,2016,0
2008,39.38,2016,0
2008,15.63,2018,0
2014,37.5,2018,0
2011,31.88,2017,0
2011,22.5,2017,0
2008,31.88,2016,0
2008,45,2016,0
2013,32.5,2014,0
2013,16.25,2014,0
2012,45.63,2012,0
2012,28.75,2012,0
2003,28.75,2013,0
2003,38.75,2013,0
2000,35,2019,0
2000,28.13,2019,0
1998,45,2018,0
2004,53.75,2018,0
2004,24.38,2015,0
2005,39.38,2015,0
2005,53.75,2016,0
2007,34.38,2016,0
2007,43.75,2017,0
2006,57.5,2017,0
2006,63.13,2014,0
2004,32.5,2014,0
2004,31.25,2013,0
2005,29.38,2013,0
2005,61.25,2012,0
2006,25,2012,0
2006,38.75,2017,0
2010,43.13,2017,0
2010,34.38,2016,0
2009,33.13,2016,0
2009,32.5,2012,0
2004,40,2012,0
2004,39.38,2013,0
2005,48.13,2013,0
2005,51.88,2014,0
2006,58.13,2014,0
2006,73.75,2015,0
2013,55,2015,0
2013,39.38,2017,0
2016,28.75,2017,0
2016,46.25,2012,0
2014,70.63,2012,0
2014,66.25,2013,0
2014,36.88,2013,0
2008,46.88,2014,0
2011,36.25,2014,0
2003,51.88,2015,0
2000,49.38,2015,0
2012,45,2016,0
2008,40.63,2016,0
2014,45.63,2015,0
2013,43.75,2015,0
2012,60,2014,0
2006,70.63,2014,0
2006,71.25,2012,0
2006,46.25,2012,0
2003,35,2013,0
2003,30.63,2013,0
2006,38.13,2009,0
2006,28.13,2009,0
2005,55.63,2009,0
2005,50,2009,0
2004,41.25,2009,0
2004,43.75,2009,0
2006,43.75,2013,0
2006,38.75,2013,0
2005,49.38,2012,0
2005,46.25,2012,0
2004,66.88,2011,0
2004,68.13,2011,0
2017,73.75,2013,0
1998,63.13,2013,0
1998,65.63,2011,0
2000,55,2011,0
2000,69.38,2011,0
2017,62.5,2011,0
2002,65.63,2013,0
2000,60.63,2013,0
2000,43.75,2013,0
2002,33.13,2013,0
2002,75,2013,0
2000,74.38,2013,0
2000,73.75,2012,0
2004,41.25,2012,0
2004,36.88,2012,0
2006,60.63,2012,0
2006,88.75,2010,0
2005,8.75,2010,0
2005,6.88,2009,0
2004,6.88,2009,0
2004,13.75,2009,0
2006,11.25,2009,0
2006,3.75,2008,0
2005,15,2008,0
2005,13.13,2010,0
2004,11.25,2010,0
2004,26.25,2019,0
2005,49.38,2019,0
2005,48.75,2018,0
2005,48.13,2018,0
2004,57.5,2012,0
2003,23.13,2012,0
2001,15,2019,0
2002,41.88,2019,0
2002,62.5,2012,0
2002,59.38,2012,0
2003,65,2018,0
2006,43.13,2018,0
2002,43.75,2009,0
2002,51.88,2009,0
2004,41.88,2009,0
2006,56.88,2009,0
2001,37.5,2009,0
2001,63.13,2009,0
2004,60.63,2008,0
2004,66.88,2008,0
1999,57.5,2009,0
1999,56.25,2009,0
2016,66.25,2006,0
2012,58.75,2006,0
2014,38.75,2019,0
2014,52.5,2019,0
2013,52.5,2008,0
2013,30,2008,0
2012,52.5,2009,0
2014,86.88,2009,0
2014,72.5,2009,0
2001,51.25,2009,0
2001,78.75,2018,0
1997,26.88,2018,0
1997,81.25,2009,0
1999,38.75,2009,0
1999,20,2019,0
1998,15.63,2019,0
1998,16.88,2018,0
2011,33.13,2018,0
2014,49.38,2012,0
2010,27.5,2012,0
2017,35,2010,0
2011,44.38,2010,0
2011,36.25,2010,0
2011,30.63,2010,0
2010,44.38,2011,0
2013,39.38,2011,0
2013,30.63,2009,0
2013,36.25,2009,0
2013,18.75,2007,0
2017,68.13,2007,0
2014,55,2012,0
2010,51.25,2012,0
2017,62.5,2014,0
2012,78.13,2014,0
2000,78.75,2013,0
2000,49.38,2013,0
2001,77.5,2013,0
2001,53.13,2013,0
2006,67.5,2012,0
2006,72.5,2012,0
1999,80,2012,0
1999,32.5,2012,0
2006,15.63,2012,0
2006,24.38,2012,0
2007,49.38,2013,0
2007,74.38,2013,0
2012,73.13,2012,0
2012,10.63,2012,0
2019,33.13,2014,0
2000,33.75,2014,0
2000,78.75,2013,0
2001,34.38,2013,0
2001,35,2013,0
2006,67.5,2013,0
2006,36.88,2012,0
2018,34.38,2012,0
2002,55,2012,0
2002,62.5,2012,0
2001,65,2012,0
2001,15.63,2012,0
2008,35,2012,0
2008,25.63,2012,0
2009,37.5,2012,0
2007,50.63,2012,0
2007,61.25,2012,0
2006,41.88,2012,0
2006,45.63,2012,0
2009,68.13,2012,0
2009,47.5,2013,0
2008,48.13,2013,0
2008,50.63,2019,0
2009,41.88,2019,0
2011,20,2013,0
2011,1.88,2013,0
2007,23.75,2015,0
2007,41.25,2015,0
2011,52.5,2016,0
2011,33.13,2016,0
2006,60.63,2018,0
2009,43.75,2018,0
2008,21.88,2012,0
2008,25,2012,0
2009,23.75,2012,0
2007,8.13,2012,0
2007,25.63,2014,0
2003,32.5,2014,0
2006,30,2014,0
2006,20,2014,0
2009,20,2013,0
2009,14.38,2013,0
2007,13.13,2014,0
2007,14.38,2014,0
2008,3.13,2013,0
2008,11.25,2013,0
2011,11.88,2014,0
2011,10.63,2014,0
2011,11.25,2013,0
2011,5,2013,0
2006,30,2013,0
2006,58.75,2013,0
2004,22.5,2013,0
2005,50,2013,0
2006,73.13,2012,0
2005,53.13,2012,0
2006,46.25,2012,0
2007,66.25,2012,0
2009,37.5,2012,0
2007,68.75,2012,0
2007,36.88,2012,0
2008,75.63,2012,0
2008,63.75,2012,0
2007,30,2012,0
2006,47.5,2013,0
2007,66.25,2013,0
2007,53.13,2014,0
2019,50,2014,0
2018,48.75,2007,0
2017,38.75,2007,0
2013,40.63,2007,0
2015,42.5,2007,0
2014,31.25,2013,0
2019,45,2013,0
2018,31.88,2012,0
2017,32.5,2012,0
2013,45.63,2008,0
2014,43.75,2008,0
2015,43.75,2008,0
2019,49.38,2008,0
2017,52.5,2008,0
2018,20,2008,0
2015,31.88,2008,0
2015,40.63,2008,0
2014,58.13,2007,0
2014,27.5,2007,0
2004,26.25,2011,0
2004,38.75,2011,0
2005,53.75,2008,0
2007,17.5,2008,0
2007,40.63,2008,0
2006,35,2008,0
2006,35,2009,0
2008,30,2009,0
2008,33.75,2010,0
2016,35.63,2010,0
2012,29.38,2011,0
2011,28.13,2011,0
2011,46.88,2011,0
2015,55.63,2011,0
2009,62.5,2008,0
2016,11.88,2008,0
2012,45,2011,0
2011,65.63,2011,0
2007,71.88,2016,0
2007,36.88,2016,0
2006,39.38,2007,0
2006,40,2007,0
2004,38.75,2007,0
2006,38.75,2013,0
2006,24.38,2013,0
2009,49.38,2014,0
2004,21.88,2014,0
2007,30,2013,0
2017,36.25,2013,0
2006,44.38,2008,0
2011,33.75,2008,0
2012,55.63,2008,0
2015,31.25,2008,0
2008,21.25,2012,0
2016,31.88,2012,0
2006,32.5,2012,0
2019,29.38,2012,0
2012,61.88,2009,0
2016,53.13,2009,0
2018,38.75,2011,0
2011,63.75,2011,0
2014,16.25,2009,0
2005,29.38,2009,0
2007,65,2012,0
2007,30,2012,0
2006,20.63,2012,0
2006,41.25,2012,0
2015,51.88,2012,0
2015,32.5,2012,0
2014,72.5,2013,0
2013,41.25,2013,0
2005,68.13,2012,0
2005,73.75,2012,0
2010,76.25,2012,0
2010,76.25,2012,0
2017,69.38,2012,0
2008,40.63,2012,0
2008,48.13,2013,0
2007,61.25,2013,0
2012,73.13,2019,0
2006,50,2019,0
2006,34.38,2014,0
2007,50,2014,0
2007,35,2015,0
2015,33.13,2015,0
2009,30,2009,0
2009,35.63,2009,0
2007,46.25,2008,0
2007,39.38,2008,0
2006,21.25,2008,0
2006,36.25,2008,0
2007,56.88,2007,0
2007,33.75,2007,0
2006,80,2018,0
2006,41.25,2018,0
2007,8.75,2007,0
2009,16.88,2007,0
2009,15,2010,0
2008,64.38,2010,0
2013,61.88,2012,0
2014,69.38,2012,0
2010,50,2013,0
2010,70,2013,0
2012,61.88,2012,0
2015,63.75,2012,0
2016,79.38,2012,0
2006,65.63,2012,0
2006,64.38,2012,0
2007,82.5,2012,0
2007,46.25,2011,0
2007,28.75,2011,0
2006,27.5,2011,0
2006,33.75,2011,0
2006,15,2011,0
2006,53.13,2011,0
2008,20,2014,0
2007,33.13,2014,0
2016,41.25,2012,0
2018,25.63,2012,0
2014,20,2013,0
2019,11.25,2013,0
2017,35,2013,0
2017,38.13,2013,0
2017,33.75,2012,0
2017,22.5,2012,0
2017,40,2012,0
2007,31.88,2012,0
2007,31.25,2014,0
2006,38.13,2014,0
2006,23.75,2018,0
2005,30.63,2018,0
2005,23.13,2017,0
2007,29.38,2017,0
2007,33.75,2015,0
2006,18.13,2015,0
2006,22.5,2016,0
2006,31.25,2016,0
2006,51.88,2015,0
2008,50,2015,0
2007,58.75,2018,0
2004,63.75,2018,0
2006,46.25,2017,0
2006,27.5,2017,0
2009,64.38,2018,0
2008,13.13,2018,0
2007,42.5,2017,0
2005,71.88,2017,0
2005,40,2015,0
2005,65.63,2015,0
2005,51.25,2014,0
2005,53.75,2014,0
2006,33.13,2014,0
2006,45,2014,0
2006,60.63,2016,0
2006,62.5,2016,0
2008,67.5,2016,0
2007,50,2016,0
2007,49.38,2015,0
2002,65.63,2015,0
2002,58.13,2014,0
2008,47.5,2014,0
2009,34.38,2016,0
2009,45.63,2016,0
2010,30,2018,0
2010,28.75,2018,0
2003,38.13,2017,0
2003,29.38,2017,0
2012,38.75,2004,0
2005,42.5,2004,0
2005,36.88,2004,0
2006,39.38,2004,0
2006,21.25,2018,0
2006,35,2018,0
2006,45.63,2016,0
1999,61.25,2016,0
1999,55,2017,0
2006,89.38,2017,0
2006,41.25,2014,0
2004,60,2014,0
2004,75,2015,0
2006,22.5,2015,0
2006,72.5,2014,0
2011,71.25,2014,0
2011,51.25,2015,0
2007,55,2015,0
2007,48.13,2016,0
2002,34.38,2016,0
2002,30,2017,0
2005,43.13,2017,0
2005,47.5,2018,0
2009,20.63,2018,0
2009,46.25,2018,0
2010,50,2018,0
2010,45.63,2017,0
2012,37.5,2017,0
2012,53.13,2016,0
2008,50.63,2016,0
2008,56.25,2014,0
2003,23.75,2014,0
2003,45,2015,0
2001,15,2015,0
2001,59.38,2017,0
2017,36.88,2017,0
2017,40,2018,0
2015,58.75,2018,0
2015,39.38,2016,0
2015,36.88,2016,0
2013,32.5,2015,0
2017,26.88,2015,0
2016,30,2014,0
2014,46.25,2014,0
2015,26.88,2015,0
2017,42.5,2015,0
2016,21.25,2016,0
2014,28.75,2016,0
2015,64.38,2018,0
2017,56.25,2018,0
2016,44.38,2004,0
2014,49.38,2004,0
1999,21.88,2004,0
1999,34.38,2004,0
2001,51.25,2017,0
2001,63.13,2017,0
2004,29.38,2016,0
2004,47.5,2016,0
1997,30,2018,0
1997,57.5,2018,0
2002,30.63,2014,0
2002,38.75,2014,0
2003,18.75,2015,0
2003,41.25,2015,0
1998,21.25,2018,0
2016,46.25,2018,0
2017,57.5,2014,0
2017,46.88,2014,0
2016,44.38,2015,0
2014,58.13,2015,0
2015,5.63,2016,0
2015,28.75,2016,0
2005,26.25,2017,0
2005,30.63,2017,0
2006,44.38,2014,0
2006,45.63,2014,0
2005,43.13,2015,0
2005,52.5,2015,0
2010,13.13,2016,0
2010,26.88,2016,0
2012,30.63,2017,0
2012,28.13,2017,0
2009,48.13,2018,0
2009,40,2018,0
2006,58.13,2017,0
2006,24.38,2017,0
2007,56.88,2014,0
2007,55.63,2014,0
2011,54.38,2013,0
2011,53.75,2013,0
2008,54.38,2013,0
2008,12.5,2013,0
2015,28.75,2013,0
2016,10.63,2013,0
2012,51.88,2013,0
2013,24.38,2013,0
2014,46.25,2013,0
2017,19.38,2013,0
2015,58.75,2010,0
2016,9.38,2010,0
2012,52.5,2010,0
2013,6.25,2010,0
2014,58.13,2015,0
2017,66.25,2015,0
1998,37.5,2010,0
1998,19.38,2010,0
1998,39.38,2016,0
2008,16.25,2016,0
2008,31.25,2015,0
2008,10,2015,0
2007,63.13,2016,0
2006,3.75,2016,0
2006,17.5,2016,0
2007,46.88,2016,0
2006,47.5,2015,0
